acceptedAnswerId,acceptedAnswerScore,averageLengthOfCodeSnippet,englishNumChars,englishNumWords,numQuestionMarks,numberImages,numberLinks,numberOfCodeSnippets,totalLinesOfCode,viewCount
3394898,1148,0,733,134,5,0,0,0,0,574899
6996628,1497,0,43,9,1,0,0,0,0,878652
12179752,1609,0,568,97,4,0,0,0,0,327062
3071,1087,0,492,104,1,0,0,0,0,342631
4706520,1444,0,110,20,2,0,0,0,0,858573
931095,1797,0,212,37,1,0,0,0,0,638204
610893,1177,6,140,28,2,0,0,1,6,402002
3964691,1199,0,76,15,1,0,0,0,0,766537
30408520,200,0,502,78,3,0,2,0,0,173047
582337,852,0,293,52,1,0,0,0,0,275967
4907053,1234,0,103,20,1,0,0,0,0,673220
511059,1073,0,362,74,1,0,1,0,0,431879
627453,905,0,234,47,2,0,0,0,0,1257399
1747827,1271,1,143,23,1,0,0,1,1,414803
990779,1310,2.5,441,80,3,0,0,2,5,249963
2257449,1630,0,159,28,1,0,1,0,0,429208
14981125,591,8,272,50,2,0,0,1,8,427545
2600208,1049,0,67,13,1,0,0,0,0,619327
339013,1169,0,129,24,1,0,0,0,0,390539
961638,1213,11,179,35,0,0,0,1,11,1780966
1301369,711,0,340,58,2,0,0,0,0,195068
886645,521,0,1066,176,3,0,0,0,0,112894
56190,525,0,124,19,1,0,0,0,0,290284
606199,1189,2.25,482,89,1,0,1,4,9,635642
1185529,1043,0,81,14,1,0,0,0,0,693948
2835672,1111,0,132,25,1,0,0,1,0,1190359
54873,393,0,134,24,2,0,0,0,0,145137
761825,1054,4,84,13,1,0,0,1,4,693870
230774,849,0,348,62,1,0,1,0,0,393559
1504742,976,4,272,52,1,0,0,1,4,894710
1549854,742,5,159,24,2,0,1,2,10,405974
11277439,1151,2,93,18,1,0,0,1,2,518440
152596,840,0,198,40,3,0,0,0,0,412466
541394,1099,0,61,10,1,0,0,0,0,445448
1319675,671,6,1245,221,3,0,0,1,6,297314
2709832,445,0,417,75,2,0,0,1,0,477535
2576240,471,0,2162,385,0,0,0,0,0,264471
3689710,219,0,3115,575,3,5,6,0,0,53171
9573259,920,1,220,38,2,0,0,1,1,632348
890188,725,0,602,103,2,0,0,0,0,361213
1952481,525,1,114,24,1,0,0,1,1,219619
626871,725,0,80,11,2,0,0,0,0,234659
11242447,376,3,209,39,1,0,0,4,12,44045
11346337,659,1,301,57,0,0,0,2,2,634228
5466478,856,2,37,7,0,0,0,1,2,129061
53180,706,1.5,171,34,1,0,0,2,3,821271
1093331,744,0,81,13,1,0,0,0,0,714972
9942822,700,3.5,1009,172,1,0,0,2,7,638956
6098238,277,4,235,43,2,0,0,1,4,669515
227472,799,0,18,5,1,0,2,0,0,688222
2998228,407,0,208,35,1,0,0,0,0,268356
547714,431,0,587,98,6,0,2,0,0,155577
23885252,335,0,164,29,1,0,0,0,0,603406
3297564,554,0,418,69,2,0,0,0,0,405323
1534343,884,0,386,66,3,0,0,0,0,265392
7696966,971,3,282,46,1,0,1,1,3,685742
1912483,441,6,287,54,1,0,0,1,6,671426
5226504,456,1,369,60,2,0,1,1,1,423700
67692,668,0,138,26,1,0,0,0,0,394637
6159912,758,0,227,37,3,0,0,0,0,1160437
3996930,925,0,100,19,1,0,0,0,0,770797
22682,322,0,517,95,1,0,0,0,0,585564
3289606,790,0,44,9,1,0,0,0,0,635172
73673,772,0,89,19,1,0,0,0,0,739571
5844692,801,0,409,70,2,0,0,0,0,628696
845081,185,5,196,37,2,0,0,1,5,405440
1323426,758,3,33,6,0,0,0,2,6,337632
303225,877,0,228,40,1,0,0,0,0,353292
6618176,475,8,161,27,1,0,0,2,16,302481
8933290,829,2,87,17,0,0,0,1,2,444298
1550235,683,0,62,11,1,0,0,0,0,269477
5178698,868,75,53,11,1,0,0,1,75,325688
13485766,320,1,145,27,0,0,0,2,2,557998
2970722,738,0,550,88,5,0,1,0,0,164927
39501288,99,0,224,35,1,0,0,0,0,389036
1155647,747,0,128,23,1,0,0,0,0,440155
18946824,566,0,430,71,2,0,5,0,0,110935
209854,937,1.6666666666666667,133,23,1,0,0,3,5,275500
192365,303,0,145,28,0,0,1,0,0,359797
14268804,343,0,4392,744,0,0,0,0,0,143569
1207461,422,3,200,38,1,0,0,1,3,227140
1267892,587,1,257,56,1,0,0,1,1,403462
6964760,636,13.444444444444445,1544,246,6,0,2,9,121,101165
30216156,575,0,1039,188,2,0,1,0,0,56987
2682752,503,0,166,29,1,0,0,0,0,493822
600612,718,0,232,48,1,0,0,0,0,207139
14753678,708,0,761,134,3,0,1,0,0,66035
110826,225,0,374,64,0,0,3,0,0,140473
9890599,624,14,309,61,1,0,1,1,14,533309
10660443,850,8,533,98,0,0,0,2,16,366692
3940144,592,2,102,21,1,0,0,1,2,633348
10429168,215,5.25,535,84,1,0,0,4,21,372585
480227,522,6,333,59,1,0,3,1,6,379930
94962,551,2,164,30,0,0,0,1,2,225589
3501408,547,0,48,9,1,0,0,0,0,553599
44842,227,0,133,26,1,0,0,0,0,123298
1769475,532,0,211,44,5,0,0,0,0,349997
12950101,512,0,57,9,1,0,0,0,0,347557
437591,435,4,145,26,1,0,0,1,4,336060
730778,662,4,137,26,2,0,0,1,4,719952
518038,825,1,95,18,2,0,1,1,1,1031090
209550,657,0,81,19,1,0,0,0,0,489172
325528,433,0,96,11,1,0,0,0,0,378002
4015466,335,2,134,26,1,0,0,1,2,143775
193181,235,0,621,89,7,0,0,0,0,176407
3277407,379,12,452,77,3,0,1,1,12,146364
843293,835,4,112,18,1,0,0,1,4,446077
17330273,547,13.5,492,97,1,0,1,2,27,220453
9001529,520,0,121,24,1,0,0,0,0,611207
1485854,593,0,313,48,2,0,0,0,0,461178
8609425,551,0,231,41,1,0,0,0,0,98513
7943768,655,0,36,7,1,0,0,0,0,132231
4028943,771,1,220,37,1,0,0,1,1,158848
120701,528,0,82,16,1,0,0,0,0,463886
2793341,737,2,99,19,1,0,0,2,4,693883
261645,289,0,640,113,1,0,0,0,0,167494
8369345,605,1.6666666666666667,217,46,1,0,0,3,5,495273
21548557,6,0,500,85,2,0,0,0,0,319108
31421411,683,2,112,23,1,0,0,3,6,26523
682513,573,6,469,88,3,0,0,1,6,145051
1247490,409,0,160,27,2,0,0,0,0,106621
134951,481,3,85,15,0,0,0,2,6,315730
4760517,428,6,291,55,1,0,0,1,6,440296
14804320,423,0,119,23,2,0,1,0,0,164983
5450183,634,16.666666666666668,166,27,1,0,0,3,50,239910
1118271,386,0,875,173,3,0,2,0,0,147807
11536794,304,4.666666666666667,234,37,1,0,3,3,14,212141
2485471,734,14,81,14,1,0,0,1,14,796451
10458567,505,10,324,49,2,0,2,2,20,305387
27909082,492,0,574,87,1,0,3,0,0,531503
7961390,713,6,239,49,0,0,0,1,6,556163
3013686,279,1,524,93,4,0,0,2,2,319900
2711073,659,0,352,63,1,0,2,0,0,321168
2982,642,4,869,158,2,0,1,1,4,127999
135114,398,0,15,3,1,0,0,0,0,182320
743186,513,12.666666666666666,358,56,1,0,0,3,38,676349
2104107,382,0,230,44,1,0,0,0,0,289653
12309296,763,2,219,42,1,0,0,2,4,489705
248862,453,0,190,33,1,0,0,0,0,277238
24385103,359,0,112,18,1,0,0,0,0,177630
842096,540,4,573,99,0,0,1,1,4,201195
1154977,425,1.6666666666666667,220,43,1,0,0,3,5,182101
24884342,560,3,297,53,0,0,0,3,9,417519
431715,405,0,112,18,1,0,0,0,0,498042
3371287,210,0,435,80,1,0,0,0,0,172994
4700674,67,0,504,106,0,0,0,0,0,286776
1059596,302,1,287,54,1,0,0,2,2,326647
2967249,493,0,638,123,2,0,0,0,0,477075
159745,468,3,265,42,1,0,0,2,6,197137
441152,632,0,66,14,1,0,1,0,0,228245
988251,644,1,299,60,2,0,0,1,1,303103
1557584,681,0,239,47,0,0,0,0,0,364629
70900,387,5.666666666666667,876,143,4,0,0,6,34,234433
2632687,685,1,307,50,3,0,1,1,1,473081
6504860,859,8,405,75,0,0,2,3,24,219187
9257122,666,2.5,218,36,1,0,0,2,5,577526
678242,548,0,237,48,2,0,0,0,0,390932
3845453,620,2,134,25,1,0,0,1,2,251261
311655,574,3,258,43,1,0,0,3,9,635199
403426,668,2.5,279,50,0,0,0,2,5,215351
4480202,499,1,232,44,0,0,0,1,1,94775
24377,438,0,74,11,1,0,0,0,0,210268
2186565,720,2.5,136,23,0,0,0,2,5,264251
624939,480,0.5,175,34,0,0,0,2,1,117985
944733,493,0,108,22,1,0,0,0,0,355056
1937636,453,0,211,46,2,0,0,0,0,142745
3768975,294,2,119,21,1,0,0,2,4,237025
133024,537,8.5,273,49,3,0,1,2,17,151855
28059785,240,0,104,22,1,0,1,0,0,92388
268285,288,1.5,261,44,1,0,0,2,3,275822
6667288,508,1.6666666666666667,177,29,1,0,0,3,5,1014353
2988117,458,0,607,113,1,0,0,0,0,682080
4344029,642,0,188,31,1,0,0,0,0,404944
4260304,574,1,120,18,1,0,0,1,1,234019
4435752,359,0,93,16,1,0,0,0,0,790580
2921893,555,0,281,52,6,0,1,0,0,83420
4271755,581,0,138,24,0,0,0,0,0,254674
529427,600,0,114,25,0,0,0,0,0,279718
3044626,286,0,188,28,1,0,2,0,0,133521
43663,650,0,207,33,2,0,0,0,0,140386
5142453,407,0,130,25,2,0,0,0,0,251092
976918,594,10,231,46,1,0,0,1,10,386381
433161,754,7,269,53,1,0,1,2,14,309969
51523,495,1,149,28,1,0,0,1,1,322575
1305663,520,4,277,47,1,0,0,2,8,123743
73149,210,8,475,81,2,0,1,1,8,207171
11011846,705,1.5,214,42,0,0,0,2,3,83705
3965129,508,5,61,10,1,0,0,1,5,340184
6798042,255,14,1778,304,3,0,2,4,56,132708
4896288,294,2,395,79,1,0,1,1,2,147258
674369,379,13.5,397,66,2,0,1,2,27,164493
279586,420,6,227,36,3,0,0,1,6,184376
16946886,182,4,734,130,0,0,0,2,8,270026
4426727,557,0,86,18,1,0,1,0,0,359785
255297,422,4,166,31,3,0,0,1,4,209226
855764,584,0,67,13,1,0,0,0,0,167750
129522,303,0,96,16,1,0,0,0,0,145841
1823101,219,0,381,67,1,0,0,0,0,175458
1663826,594,3.3333333333333335,208,40,1,0,0,3,10,244679
8270146,758,3,213,37,1,0,0,1,3,686952
1009864,231,0,169,27,1,0,4,0,0,359026
1472014,245,0,73,14,1,0,0,0,0,188187
372121,390,0,70,10,1,0,0,0,0,238743
573659,245,0,775,141,1,0,0,0,0,93755
477635,421,2,183,36,1,0,0,1,2,338189
2802748,684,2.5,399,67,3,0,1,2,5,424773
266162,462,3,58,10,1,0,0,1,3,283715
4617069,518,5,242,44,1,0,0,1,5,109804
24266885,298,7,976,184,2,0,1,1,7,67533
8858026,477,3,131,27,1,0,1,1,3,332623
3430395,709,1.5,113,17,1,0,0,2,3,434170
3462160,508,1.5,223,41,1,0,0,2,3,280236
2504457,369,4,190,29,2,0,0,2,8,236167
181557,360,3,347,56,1,0,0,2,6,454983
642895,133,2.5,212,38,1,0,1,4,10,384175
166520,260,0,134,20,1,0,0,0,0,347660
107717,286,0,325,55,3,0,0,0,0,160924
29489919,548,14,814,140,1,0,0,2,28,32105
1112350,473,0,247,44,1,0,0,0,0,213702
20850922,151,0,778,109,2,6,0,0,0,18148
301146,202,5.333333333333333,841,143,0,0,0,3,16,169831
3743240,489,0,78,18,1,0,0,0,0,168520
19305076,452,1,140,22,4,0,2,2,2,173341
10215100,395,0,228,45,1,0,0,0,0,165052
944660,108,1.5,446,86,2,0,0,2,3,154304
2051195,388,0,261,47,1,0,0,0,0,112220
920181,192,0,223,34,1,0,0,0,0,207879
538374,252,2,60,12,1,0,0,1,2,293824
104436,221,9.5,310,48,1,0,0,2,19,322392
1857,401,0,62,14,1,0,0,0,0,114837
483833,419,1,173,30,0,0,0,2,2,160916
22045954,115,0,354,71,0,0,2,0,0,146855
805081,380,13,635,113,1,0,0,1,13,332840
406199,260,1.5,1054,185,1,0,1,6,9,132802
1429145,234,0,106,16,0,0,0,0,0,92844
5893946,447,4,44,10,1,0,0,1,4,116810
645318,467,1,395,82,2,0,0,1,1,343090
715455,417,2,261,54,1,0,1,1,2,248859
1641236,638,6.5,624,106,1,0,0,2,13,207442
427160,400,0,238,49,1,0,1,0,0,75662
5844931,217,0,839,146,1,0,0,0,0,125531
8010133,831,5,467,83,1,0,0,1,5,452109
1207479,418,0,102,17,1,0,0,0,0,545934
7571665,636,3.6666666666666665,853,151,2,0,0,6,22,677141
319435,324,0,331,59,1,0,0,0,0,334125
145436,85,0,114,20,1,0,0,0,0,211324
1835044,249,1,291,61,1,0,0,1,1,352611
712799,322,0,200,31,1,0,0,0,0,73306
3121985,568,2,306,58,2,0,0,1,2,296772
269825,250,0,242,45,2,0,0,0,0,272190
1549644,500,1,68,10,1,0,0,2,2,250875
16476974,455,2.4,458,91,1,0,1,5,12,294479
7286,455,0,525,93,2,0,2,0,0,138896
12944035,497,0,253,51,1,0,0,0,0,223780
12555510,356,4,464,89,0,0,0,2,8,478808
50905,182,0,405,69,1,0,1,0,0,308067
4990739,243,0,54,10,1,0,0,0,0,221124
383953,193,0,216,42,1,0,1,0,0,159746
7604981,352,0,140,27,1,0,0,0,0,329363
2759130,476,0,290,52,0,0,0,0,0,377695
31887,271,0,101,17,1,0,1,0,0,168130
309000,533,0,228,39,1,0,1,0,0,56779
3654936,318,0,43,9,1,0,0,0,0,153099
1523456,358,6,295,45,2,0,0,1,6,198131
2081708,326,0,508,98,5,0,1,0,0,165761
306353,243,10,568,95,3,0,0,1,10,37574
5607708,275,1,53,9,0,0,0,1,1,325457
17071908,572,1,176,31,1,0,0,1,1,321000
25689,94,0,168,32,1,0,1,0,0,184331
2428119,634,20,354,59,0,0,0,2,40,300408
2349998,209,2,449,87,4,0,0,2,4,508095
4041253,330,7,232,42,3,0,1,2,14,361051
9719731,217,5.5,580,105,3,0,2,2,11,102232
222922,188,3,243,43,0,0,0,2,6,135762
2776392,133,8,229,45,1,0,0,1,8,243700
1466036,369,0,325,54,1,0,1,0,0,160083
534847,195,0,198,36,2,0,0,0,0,152797
1206856,255,0,78,15,1,0,0,0,0,182793
2158532,245,4,328,59,3,0,5,3,12,70497
10538412,496,2.5,587,97,1,0,0,2,5,247938
19343,460,3,222,41,1,0,0,1,3,66520
675448,261,0,418,78,1,0,0,0,0,693464
865272,400,9,258,46,2,0,1,1,9,245466
10763461,173,1,176,37,1,0,0,1,1,191309
743823,226,10,197,40,1,0,0,1,10,1007143
8538295,401,1,166,31,1,0,1,2,2,119125
206964,340,0,222,41,1,0,3,0,0,179635
1535336,314,1,467,82,2,0,0,1,1,321598
5458807,111,0,220,35,1,0,0,0,0,336794
6416142,620,2.5,147,27,1,0,0,2,5,735660
492399,325,8,116,16,1,0,0,1,8,591400
434411,200,3,566,100,1,0,1,2,6,58196
11875813,163,3,367,65,1,0,0,1,3,172929
240205,229,1,277,50,1,0,0,4,4,11687
13107,222,4,554,99,2,0,0,2,8,136143
899176,391,1,139,25,1,0,0,1,1,662227
4843172,460,1,219,52,2,0,0,2,2,512035
292502,244,8,508,75,3,0,0,1,8,158536
377463,399,0,60,11,1,0,0,0,0,211738
256260,293,11,409,70,1,0,0,1,11,82429
452143,289,1.5,74,11,1,0,0,2,3,124562
70833,218,0,153,30,1,0,0,0,0,640001
10109941,443,3,107,19,1,0,0,1,3,130305
30100743,341,3.5,720,121,0,0,0,2,7,10954
1098556,277,4,370,74,4,0,0,1,4,210491
7948504,196,0,99,15,1,0,1,0,0,85780
8384788,319,7,179,32,1,0,0,1,7,379121
13891070,384,0,76,15,1,0,0,0,0,474723
947846,259,0,1293,232,2,0,3,0,0,103285
2068548,271,9,256,48,1,0,0,2,18,121255
4481731,371,1,67,14,1,0,0,2,2,415961
16985066,207,0,337,58,1,0,0,0,0,129258
1653974,149,0,42,8,1,0,1,0,0,127415
20101940,396,0,159,30,1,0,1,0,0,132780
24888331,154,1,394,76,2,0,0,2,2,294324
9350788,425,2,585,114,2,0,1,1,2,209704
954840,476,4,156,31,1,0,0,1,4,379902
12836173,373,2,203,38,1,0,0,1,2,305208
3584933,252,7,197,34,1,1,0,1,7,112008
1135035,216,0,73,15,1,0,0,0,0,410185
5214587,516,5,159,28,1,0,0,1,5,502951
1113613,5,3.473684210526316,4863,790,0,0,5,19,66,111304
133384,267,0,233,37,2,0,2,0,0,89083
3939381,363,3,186,32,1,0,0,1,3,575768
9620295,374,11,952,164,4,0,0,1,11,137156
5172833,523,0,266,43,1,0,1,0,0,71848
994010,435,0,569,103,3,0,1,0,0,71251
29456463,216,0,208,38,1,0,0,0,0,101091
6269785,145,1,743,135,3,0,2,1,1,146139
1006301,122,0,166,30,0,0,0,0,0,101684
5626250,263,0,164,23,3,0,0,0,0,79025
22322645,437,56.5,235,40,0,0,0,2,113,53724
8822377,291,0,136,20,2,0,0,0,0,156264
9542768,594,3,217,41,1,0,0,1,3,725597
1405971,278,0,117,24,0,0,2,0,0,172148
189685,291,7,373,66,2,0,0,1,7,175412
1176023,413,2,8,0,0,0,0,1,2,72116
2633310,179,0,569,95,2,0,0,0,0,113009
19483025,472,7,269,53,0,0,0,2,14,355218
714070,51,5,274,51,1,0,0,1,5,224627
1708610,145,1,238,45,2,0,0,1,1,178615
3012921,266,0,519,89,6,0,0,0,0,59236
492711,129,3.5,630,101,3,0,0,2,7,122083
7368801,551,1,108,20,0,0,2,2,2,406479
773472,297,5,430,74,2,0,0,1,5,48807
3097896,307,1,88,18,1,0,0,1,1,214275
47826,188,5,96,14,1,0,0,1,5,77429
8689983,306,0,236,40,2,0,0,0,0,130687
25176504,118,8,656,119,3,0,0,3,24,96221
642169,382,2,227,44,0,0,0,2,4,937556
28889838,232,6,156,24,0,0,0,2,12,15801
36156,314,0,73,12,1,0,0,0,0,338260
23294659,324,6,363,66,2,0,0,1,6,146881
1774043,333,0,38,8,1,0,0,0,0,155063
93179,237,0,62,12,1,0,0,0,0,125629
1017937,301,0,734,119,3,0,1,0,0,86783
6921760,317,0,269,59,3,0,0,0,0,57614
4172465,324,0,137,28,1,0,1,0,0,320666
7065242,303,9,1428,260,0,0,1,3,27,122321
606858,178,0,309,47,1,0,0,0,0,141425
195144,111,0,1019,170,1,0,2,0,0,71264
5676676,375,1.5,200,39,1,0,0,2,3,202682
1810760,345,0,51,8,1,0,0,0,0,243849
3975388,583,6,610,114,2,0,0,2,12,110895
577241,406,2.6666666666666665,164,28,1,0,0,3,8,103471
6392768,130,0,224,44,0,0,0,0,0,91170
6501134,322,0,122,21,1,0,0,0,0,154793
8023337,224,6,300,60,0,0,0,1,6,504199
1400622,423,1,82,16,1,0,0,1,1,250120
4142178,373,4.5,217,30,2,0,0,2,9,302354
180993,253,0,368,76,1,0,3,0,0,141614
2184521,85,0,1025,158,1,0,16,0,0,24607
12857584,323,10,1139,190,3,0,0,2,20,46184
339220,183,1.75,557,113,3,0,0,4,7,733721
15112149,333,7,252,44,1,0,0,2,14,55441
3459131,354,1,325,60,2,0,0,1,1,183414
151211,369,0,92,20,1,0,0,0,0,183886
432289,298,3,125,22,1,0,0,1,3,268627
775075,373,0,188,32,1,0,0,0,0,150514
11287278,417,2.5,194,39,1,0,0,2,5,328294
119576,204,0,472,83,4,0,0,0,0,128597
27425458,370,17,104,21,1,0,0,1,17,201376
3908349,408,1,313,55,1,0,0,1,1,179723
1369553,182,4,56,8,1,0,1,1,4,157376
175130,96,0,437,74,0,0,0,0,0,131283
3278104,281,0,117,23,1,0,1,0,0,65798
128577,156,5.5,325,52,2,0,1,2,11,48857
3782998,7,30,453,69,2,0,1,1,30,226772
7143496,308,0,386,74,2,0,2,0,0,155550
23842752,420,7.5,248,47,1,0,1,2,15,189214
1697907,313,0,145,28,1,0,0,0,0,135165
7585619,226,3,197,36,2,0,1,1,3,308957
699891,306,0,217,38,1,0,0,0,0,243139
